date,year,month,Inf_Goal,Inf_Rate,Core_Inf,source,download_date
1955-07-01,1955,7,,-0.87,,BANREP_SUAMECA,2026-03-25
1955-08-01,1955,8,,-0.01,,BANREP_SUAMECA,2026-03-25
1955-09-01,1955,9,,0.84,,BANREP_SUAMECA,2026-03-25
1955-10-01,1955,10,,0.77,,BANREP_SUAMECA,2026-03-25
1955-11-01,1955,11,,1.44,,BANREP_SUAMECA,2026-03-25
1955-12-01,1955,12,,2.03,,BANREP_SUAMECA,2026-03-25
1956-01-01,1956,1,,2.1,,BANREP_SUAMECA,2026-03-25
1956-02-01,1956,2,,2.57,,BANREP_SUAMECA,2026-03-25
1956-03-01,1956,3,,3.1,,BANREP_SUAMECA,2026-03-25
1956-04-01,1956,4,,3.04,,BANREP_SUAMECA,2026-03-25
1956-05-01,1956,5,,4.25,,BANREP_SUAMECA,2026-03-25
1956-06-01,1956,6,,5.28,,BANREP_SUAMECA,2026-03-25
1956-07-01,1956,7,,6.36,,BANREP_SUAMECA,2026-03-25
1956-08-01,1956,8,,5.76,,BANREP_SUAMECA,2026-03-25
1956-09-01,1956,9,,7.26,,BANREP_SUAMECA,2026-03-25
1956-10-01,1956,10,,8.31,,BANREP_SUAMECA,2026-03-25
1956-11-01,1956,11,,8.83,,BANREP_SUAMECA,2026-03-25
1956-12-01,1956,12,,7.91,,BANREP_SUAMECA,2026-03-25
1957-01-01,1957,1,,9.3,,BANREP_SUAMECA,2026-03-25
1957-02-01,1957,2,,10.3,,BANREP_SUAMECA,2026-03-25
1957-03-01,1957,3,,11.21,,BANREP_SUAMECA,2026-03-25
1957-04-01,1957,4,,12.97,,BANREP_SUAMECA,2026-03-25
1957-05-01,1957,5,,13.58,,BANREP_SUAMECA,2026-03-25
1957-06-01,1957,6,,17.15,,BANREP_SUAMECA,2026-03-25
1957-07-01,1957,7,,19.39,,BANREP_SUAMECA,2026-03-25
1957-08-01,1957,8,,21.43,,BANREP_SUAMECA,2026-03-25
1957-09-01,1957,9,,20.93,,BANREP_SUAMECA,2026-03-25
1957-10-01,1957,10,,21.17,,BANREP_SUAMECA,2026-03-25
1957-11-01,1957,11,,19.84,,BANREP_SUAMECA,2026-03-25
1957-12-01,1957,12,,20.69,,BANREP_SUAMECA,2026-03-25
1958-01-01,1958,1,,19.46,,BANREP_SUAMECA,2026-03-25
1958-02-01,1958,2,,18.05,,BANREP_SUAMECA,2026-03-25
1958-03-01,1958,3,,17.86,,BANREP_SUAMECA,2026-03-25
1958-04-01,1958,4,,17.24,,BANREP_SUAMECA,2026-03-25
1958-05-01,1958,5,,18.06,,BANREP_SUAMECA,2026-03-25
1958-06-01,1958,6,,13.9,,BANREP_SUAMECA,2026-03-25
1958-07-01,1958,7,,10.99,,BANREP_SUAMECA,2026-03-25
1958-08-01,1958,8,,10.47,,BANREP_SUAMECA,2026-03-25
1958-09-01,1958,9,,10.14,,BANREP_SUAMECA,2026-03-25
1958-10-01,1958,10,,8.92,,BANREP_SUAMECA,2026-03-25
1958-11-01,1958,11,,8.54,,BANREP_SUAMECA,2026-03-25
1958-12-01,1958,12,,7.98,,BANREP_SUAMECA,2026-03-25
1959-01-01,1959,1,,9.47,,BANREP_SUAMECA,2026-03-25
1959-02-01,1959,2,,10.34,,BANREP_SUAMECA,2026-03-25
1959-03-01,1959,3,,9.09,,BANREP_SUAMECA,2026-03-25
1959-04-01,1959,4,,8.96,,BANREP_SUAMECA,2026-03-25
1959-05-01,1959,5,,7.62,,BANREP_SUAMECA,2026-03-25
1959-06-01,1959,6,,7.87,,BANREP_SUAMECA,2026-03-25
1959-07-01,1959,7,,8.41,,BANREP_SUAMECA,2026-03-25
1959-08-01,1959,8,,7.78,,BANREP_SUAMECA,2026-03-25
1959-09-01,1959,9,,7.23,,BANREP_SUAMECA,2026-03-25
1959-10-01,1959,10,,7.14,,BANREP_SUAMECA,2026-03-25
1959-11-01,1959,11,,7.42,,BANREP_SUAMECA,2026-03-25
1959-12-01,1959,12,,7.81,,BANREP_SUAMECA,2026-03-25
1960-01-01,1960,1,,6.52,,BANREP_SUAMECA,2026-03-25
1960-02-01,1960,2,,5.24,,BANREP_SUAMECA,2026-03-25
1960-03-01,1960,3,,6.14,,BANREP_SUAMECA,2026-03-25
1960-04-01,1960,4,,5.49,,BANREP_SUAMECA,2026-03-25
1960-05-01,1960,5,,5.52,,BANREP_SUAMECA,2026-03-25
1960-06-01,1960,6,,4.93,,BANREP_SUAMECA,2026-03-25
1960-07-01,1960,7,,4.79,,BANREP_SUAMECA,2026-03-25
1960-08-01,1960,8,,4.96,,BANREP_SUAMECA,2026-03-25
1960-09-01,1960,9,,5.57,,BANREP_SUAMECA,2026-03-25
1960-10-01,1960,10,,6.12,,BANREP_SUAMECA,2026-03-25
1960-11-01,1960,11,,7.13,,BANREP_SUAMECA,2026-03-25
1960-12-01,1960,12,,7.35,,BANREP_SUAMECA,2026-03-25
1961-01-01,1961,1,,7.59,,BANREP_SUAMECA,2026-03-25
1961-02-01,1961,2,,8.36,,BANREP_SUAMECA,2026-03-25
1961-03-01,1961,3,,8.7,,BANREP_SUAMECA,2026-03-25
1961-04-01,1961,4,,9.87,,BANREP_SUAMECA,2026-03-25
1961-05-01,1961,5,,10.23,,BANREP_SUAMECA,2026-03-25
1961-06-01,1961,6,,10.27,,BANREP_SUAMECA,2026-03-25
1961-07-01,1961,7,,10.03,,BANREP_SUAMECA,2026-03-25
1961-08-01,1961,8,,8.4,,BANREP_SUAMECA,2026-03-25
1961-09-01,1961,9,,7.47,,BANREP_SUAMECA,2026-03-25
1961-10-01,1961,10,,6.81,,BANREP_SUAMECA,2026-03-25
1961-11-01,1961,11,,6.13,,BANREP_SUAMECA,2026-03-25
1961-12-01,1961,12,,5.74,,BANREP_SUAMECA,2026-03-25
1962-01-01,1962,1,,5.63,,BANREP_SUAMECA,2026-03-25
1962-02-01,1962,2,,5.29,,BANREP_SUAMECA,2026-03-25
1962-03-01,1962,3,,4.54,,BANREP_SUAMECA,2026-03-25
1962-04-01,1962,4,,3.66,,BANREP_SUAMECA,2026-03-25
1962-05-01,1962,5,,2.63,,BANREP_SUAMECA,2026-03-25
1962-06-01,1962,6,,2.57,,BANREP_SUAMECA,2026-03-25
1962-07-01,1962,7,,3.3,,BANREP_SUAMECA,2026-03-25
1962-08-01,1962,8,,4.55,,BANREP_SUAMECA,2026-03-25
1962-09-01,1962,9,,5.85,,BANREP_SUAMECA,2026-03-25
1962-10-01,1962,10,,6.01,,BANREP_SUAMECA,2026-03-25
1962-11-01,1962,11,,6.15,,BANREP_SUAMECA,2026-03-25
1962-12-01,1962,12,,6.3,,BANREP_SUAMECA,2026-03-25
1963-01-01,1963,1,,9.79,,BANREP_SUAMECA,2026-03-25
1963-02-01,1963,2,,16.34,,BANREP_SUAMECA,2026-03-25
1963-03-01,1963,3,,21.29,,BANREP_SUAMECA,2026-03-25
1963-04-01,1963,4,,25.08,,BANREP_SUAMECA,2026-03-25
1963-05-01,1963,5,,26.52,,BANREP_SUAMECA,2026-03-25
1963-06-01,1963,6,,29.24,,BANREP_SUAMECA,2026-03-25
1963-07-01,1963,7,,28.99,,BANREP_SUAMECA,2026-03-25
1963-08-01,1963,8,,29.28,,BANREP_SUAMECA,2026-03-25
1963-09-01,1963,9,,29.83,,BANREP_SUAMECA,2026-03-25
1963-10-01,1963,10,,31.55,,BANREP_SUAMECA,2026-03-25
1963-11-01,1963,11,,33.44,,BANREP_SUAMECA,2026-03-25
1963-12-01,1963,12,,33.6,,BANREP_SUAMECA,2026-03-25
1964-01-01,1964,1,,30.67,,BANREP_SUAMECA,2026-03-25
1964-02-01,1964,2,,23.88,,BANREP_SUAMECA,2026-03-25
1964-03-01,1964,3,,20.51,,BANREP_SUAMECA,2026-03-25
1964-04-01,1964,4,,18.18,,BANREP_SUAMECA,2026-03-25
1964-05-01,1964,5,,20.43,,BANREP_SUAMECA,2026-03-25
1964-06-01,1964,6,,19.58,,BANREP_SUAMECA,2026-03-25
1964-07-01,1964,7,,17.67,,BANREP_SUAMECA,2026-03-25
1964-08-01,1964,8,,15.63,,BANREP_SUAMECA,2026-03-25
1964-09-01,1964,9,,13.7,,BANREP_SUAMECA,2026-03-25
1964-10-01,1964,10,,11.01,,BANREP_SUAMECA,2026-03-25
1964-11-01,1964,11,,9.62,,BANREP_SUAMECA,2026-03-25
1964-12-01,1964,12,,8.8,,BANREP_SUAMECA,2026-03-25
1965-01-01,1965,1,,8.75,,BANREP_SUAMECA,2026-03-25
1965-02-01,1965,2,,7.1,,BANREP_SUAMECA,2026-03-25
1965-03-01,1965,3,,6.16,,BANREP_SUAMECA,2026-03-25
1965-04-01,1965,4,,5.57,,BANREP_SUAMECA,2026-03-25
1965-05-01,1965,5,,3.6,,BANREP_SUAMECA,2026-03-25
1965-06-01,1965,6,,3.61,,BANREP_SUAMECA,2026-03-25
1965-07-01,1965,7,,4.57,,BANREP_SUAMECA,2026-03-25
1965-08-01,1965,8,,6.37,,BANREP_SUAMECA,2026-03-25
1965-09-01,1965,9,,8.05,,BANREP_SUAMECA,2026-03-25
1965-10-01,1965,10,,11.23,,BANREP_SUAMECA,2026-03-25
1965-11-01,1965,11,,11.86,,BANREP_SUAMECA,2026-03-25
1965-12-01,1965,12,,14.44,,BANREP_SUAMECA,2026-03-25
1966-01-01,1966,1,,14.3,,BANREP_SUAMECA,2026-03-25
1966-02-01,1966,2,,16.9,,BANREP_SUAMECA,2026-03-25
1966-03-01,1966,3,,18.09,,BANREP_SUAMECA,2026-03-25
1966-04-01,1966,4,,19.51,,BANREP_SUAMECA,2026-03-25
1966-05-01,1966,5,,19.42,,BANREP_SUAMECA,2026-03-25
1966-06-01,1966,6,,17.56,,BANREP_SUAMECA,2026-03-25
1966-07-01,1966,7,,17.58,,BANREP_SUAMECA,2026-03-25
1966-08-01,1966,8,,17.04,,BANREP_SUAMECA,2026-03-25
1966-09-01,1966,9,,17.24,,BANREP_SUAMECA,2026-03-25
1966-10-01,1966,10,,16.0,,BANREP_SUAMECA,2026-03-25
1966-11-01,1966,11,,14.7,,BANREP_SUAMECA,2026-03-25
1966-12-01,1966,12,,12.86,,BANREP_SUAMECA,2026-03-25
1967-01-01,1967,1,,12.01,,BANREP_SUAMECA,2026-03-25
1967-02-01,1967,2,,11.09,,BANREP_SUAMECA,2026-03-25
1967-03-01,1967,3,,9.62,,BANREP_SUAMECA,2026-03-25
1967-04-01,1967,4,,6.87,,BANREP_SUAMECA,2026-03-25
1967-05-01,1967,5,,6.3,,BANREP_SUAMECA,2026-03-25
1967-06-01,1967,6,,8.24,,BANREP_SUAMECA,2026-03-25
1967-07-01,1967,7,,8.3,,BANREP_SUAMECA,2026-03-25
1967-08-01,1967,8,,8.4,,BANREP_SUAMECA,2026-03-25
1967-09-01,1967,9,,7.6,,BANREP_SUAMECA,2026-03-25
1967-10-01,1967,10,,7.28,,BANREP_SUAMECA,2026-03-25
1967-11-01,1967,11,,7.6,,BANREP_SUAMECA,2026-03-25
1967-12-01,1967,12,,7.17,,BANREP_SUAMECA,2026-03-25
1968-01-01,1968,1,,7.68,,BANREP_SUAMECA,2026-03-25
1968-02-01,1968,2,,7.18,,BANREP_SUAMECA,2026-03-25
1968-03-01,1968,3,,7.14,,BANREP_SUAMECA,2026-03-25
1968-04-01,1968,4,,8.48,,BANREP_SUAMECA,2026-03-25
1968-05-01,1968,5,,8.52,,BANREP_SUAMECA,2026-03-25
1968-06-01,1968,6,,7.04,,BANREP_SUAMECA,2026-03-25
1968-07-01,1968,7,,7.73,,BANREP_SUAMECA,2026-03-25
1968-08-01,1968,8,,7.65,,BANREP_SUAMECA,2026-03-25
1968-09-01,1968,9,,7.43,,BANREP_SUAMECA,2026-03-25
1968-10-01,1968,10,,6.97,,BANREP_SUAMECA,2026-03-25
1968-11-01,1968,11,,7.12,,BANREP_SUAMECA,2026-03-25
1968-12-01,1968,12,,6.51,,BANREP_SUAMECA,2026-03-25
1969-01-01,1969,1,,6.71,,BANREP_SUAMECA,2026-03-25
1969-02-01,1969,2,,6.41,,BANREP_SUAMECA,2026-03-25
1969-03-01,1969,3,,6.17,,BANREP_SUAMECA,2026-03-25
1969-04-01,1969,4,,6.18,,BANREP_SUAMECA,2026-03-25
1969-05-01,1969,5,,6.42,,BANREP_SUAMECA,2026-03-25
1969-06-01,1969,6,,6.58,,BANREP_SUAMECA,2026-03-25
1969-07-01,1969,7,,6.16,,BANREP_SUAMECA,2026-03-25
1969-08-01,1969,8,,6.81,,BANREP_SUAMECA,2026-03-25
1969-09-01,1969,9,,7.35,,BANREP_SUAMECA,2026-03-25
1969-10-01,1969,10,,8.37,,BANREP_SUAMECA,2026-03-25
1969-11-01,1969,11,,7.89,,BANREP_SUAMECA,2026-03-25
1969-12-01,1969,12,,8.63,,BANREP_SUAMECA,2026-03-25
1970-01-01,1970,1,,7.36,,BANREP_SUAMECA,2026-03-25
1970-02-01,1970,2,,7.69,,BANREP_SUAMECA,2026-03-25
1970-03-01,1970,3,,7.72,,BANREP_SUAMECA,2026-03-25
1970-04-01,1970,4,,7.43,,BANREP_SUAMECA,2026-03-25
1970-05-01,1970,5,,7.01,,BANREP_SUAMECA,2026-03-25
1970-06-01,1970,6,,7.56,,BANREP_SUAMECA,2026-03-25
1970-07-01,1970,7,,7.44,,BANREP_SUAMECA,2026-03-25
1970-08-01,1970,8,,6.43,,BANREP_SUAMECA,2026-03-25
1970-09-01,1970,9,,6.51,,BANREP_SUAMECA,2026-03-25
1970-10-01,1970,10,,5.22,,BANREP_SUAMECA,2026-03-25
1970-11-01,1970,11,,6.12,,BANREP_SUAMECA,2026-03-25
1970-12-01,1970,12,,6.58,,BANREP_SUAMECA,2026-03-25
1971-01-01,1971,1,,8.26,,BANREP_SUAMECA,2026-03-25
1971-02-01,1971,2,,9.15,,BANREP_SUAMECA,2026-03-25
1971-03-01,1971,3,,9.3,,BANREP_SUAMECA,2026-03-25
1971-04-01,1971,4,,9.78,,BANREP_SUAMECA,2026-03-25
1971-05-01,1971,5,,10.54,,BANREP_SUAMECA,2026-03-25
1971-06-01,1971,6,,10.0,,BANREP_SUAMECA,2026-03-25
1971-07-01,1971,7,,11.19,,BANREP_SUAMECA,2026-03-25
1971-08-01,1971,8,,13.03,,BANREP_SUAMECA,2026-03-25
1971-09-01,1971,9,,13.14,,BANREP_SUAMECA,2026-03-25
1971-10-01,1971,10,,14.65,,BANREP_SUAMECA,2026-03-25
1971-11-01,1971,11,,14.6,,BANREP_SUAMECA,2026-03-25
1971-12-01,1971,12,,14.03,,BANREP_SUAMECA,2026-03-25
1972-01-01,1972,1,,13.5,,BANREP_SUAMECA,2026-03-25
1972-02-01,1972,2,,13.84,,BANREP_SUAMECA,2026-03-25
1972-03-01,1972,3,,13.83,,BANREP_SUAMECA,2026-03-25
1972-04-01,1972,4,,13.46,,BANREP_SUAMECA,2026-03-25
1972-05-01,1972,5,,13.02,,BANREP_SUAMECA,2026-03-25
1972-06-01,1972,6,,13.57,,BANREP_SUAMECA,2026-03-25
1972-07-01,1972,7,,13.34,,BANREP_SUAMECA,2026-03-25
1972-08-01,1972,8,,12.9,,BANREP_SUAMECA,2026-03-25
1972-09-01,1972,9,,13.6,,BANREP_SUAMECA,2026-03-25
1972-10-01,1972,10,,14.24,,BANREP_SUAMECA,2026-03-25
1972-11-01,1972,11,,14.31,,BANREP_SUAMECA,2026-03-25
1972-12-01,1972,12,,13.99,,BANREP_SUAMECA,2026-03-25
1973-01-01,1973,1,,13.95,,BANREP_SUAMECA,2026-03-25
1973-02-01,1973,2,,14.94,,BANREP_SUAMECA,2026-03-25
1973-03-01,1973,3,,17.75,,BANREP_SUAMECA,2026-03-25
1973-04-01,1973,4,,20.09,,BANREP_SUAMECA,2026-03-25
1973-05-01,1973,5,,22.7,,BANREP_SUAMECA,2026-03-25
1973-06-01,1973,6,,23.77,,BANREP_SUAMECA,2026-03-25
1973-07-01,1973,7,,24.78,,BANREP_SUAMECA,2026-03-25
1973-08-01,1973,8,,23.44,,BANREP_SUAMECA,2026-03-25
1973-09-01,1973,9,,23.36,,BANREP_SUAMECA,2026-03-25
1973-10-01,1973,10,,21.64,,BANREP_SUAMECA,2026-03-25
1973-11-01,1973,11,,22.89,,BANREP_SUAMECA,2026-03-25
1973-12-01,1973,12,,24.08,,BANREP_SUAMECA,2026-03-25
1974-01-01,1974,1,,26.28,,BANREP_SUAMECA,2026-03-25
1974-02-01,1974,2,,26.91,,BANREP_SUAMECA,2026-03-25
1974-03-01,1974,3,,26.7,,BANREP_SUAMECA,2026-03-25
1974-04-01,1974,4,,25.73,,BANREP_SUAMECA,2026-03-25
1974-05-01,1974,5,,23.53,,BANREP_SUAMECA,2026-03-25
1974-06-01,1974,6,,22.45,,BANREP_SUAMECA,2026-03-25
1974-07-01,1974,7,,21.2,,BANREP_SUAMECA,2026-03-25
1974-08-01,1974,8,,22.06,,BANREP_SUAMECA,2026-03-25
1974-09-01,1974,9,,22.26,,BANREP_SUAMECA,2026-03-25
1974-10-01,1974,10,,26.7,,BANREP_SUAMECA,2026-03-25
1974-11-01,1974,11,,25.42,,BANREP_SUAMECA,2026-03-25
1974-12-01,1974,12,,26.35,,BANREP_SUAMECA,2026-03-25
1975-01-01,1975,1,,26.36,,BANREP_SUAMECA,2026-03-25
1975-02-01,1975,2,,25.29,,BANREP_SUAMECA,2026-03-25
1975-03-01,1975,3,,24.63,,BANREP_SUAMECA,2026-03-25
1975-04-01,1975,4,,24.39,,BANREP_SUAMECA,2026-03-25
1975-05-01,1975,5,,25.18,,BANREP_SUAMECA,2026-03-25
1975-06-01,1975,6,,24.8,,BANREP_SUAMECA,2026-03-25
1975-07-01,1975,7,,24.36,,BANREP_SUAMECA,2026-03-25
1975-08-01,1975,8,,23.99,,BANREP_SUAMECA,2026-03-25
1975-09-01,1975,9,,23.75,,BANREP_SUAMECA,2026-03-25
1975-10-01,1975,10,,19.91,,BANREP_SUAMECA,2026-03-25
1975-11-01,1975,11,,19.25,,BANREP_SUAMECA,2026-03-25
1975-12-01,1975,12,,17.77,,BANREP_SUAMECA,2026-03-25
1976-01-01,1976,1,,17.11,,BANREP_SUAMECA,2026-03-25
1976-02-01,1976,2,,17.86,,BANREP_SUAMECA,2026-03-25
1976-03-01,1976,3,,17.12,,BANREP_SUAMECA,2026-03-25
1976-04-01,1976,4,,16.35,,BANREP_SUAMECA,2026-03-25
1976-05-01,1976,5,,15.69,,BANREP_SUAMECA,2026-03-25
1976-06-01,1976,6,,17.73,,BANREP_SUAMECA,2026-03-25
1976-07-01,1976,7,,20.08,,BANREP_SUAMECA,2026-03-25
1976-08-01,1976,8,,21.82,,BANREP_SUAMECA,2026-03-25
1976-09-01,1976,9,,22.27,,BANREP_SUAMECA,2026-03-25
1976-10-01,1976,10,,23.04,,BANREP_SUAMECA,2026-03-25
1976-11-01,1976,11,,25.31,,BANREP_SUAMECA,2026-03-25
1976-12-01,1976,12,,25.76,,BANREP_SUAMECA,2026-03-25
1977-01-01,1977,1,,25.72,,BANREP_SUAMECA,2026-03-25
1977-02-01,1977,2,,27.53,,BANREP_SUAMECA,2026-03-25
1977-03-01,1977,3,,29.91,,BANREP_SUAMECA,2026-03-25
1977-04-01,1977,4,,36.63,,BANREP_SUAMECA,2026-03-25
1977-05-01,1977,5,,40.85,,BANREP_SUAMECA,2026-03-25
1977-06-01,1977,6,,41.65,,BANREP_SUAMECA,2026-03-25
1977-07-01,1977,7,,39.45,,BANREP_SUAMECA,2026-03-25
1977-08-01,1977,8,,37.01,,BANREP_SUAMECA,2026-03-25
1977-09-01,1977,9,,34.87,,BANREP_SUAMECA,2026-03-25
1977-10-01,1977,10,,32.4,,BANREP_SUAMECA,2026-03-25
1977-11-01,1977,11,,29.44,,BANREP_SUAMECA,2026-03-25
1977-12-01,1977,12,,28.71,,BANREP_SUAMECA,2026-03-25
1978-01-01,1978,1,,27.22,,BANREP_SUAMECA,2026-03-25
1978-02-01,1978,2,,24.36,,BANREP_SUAMECA,2026-03-25
1978-03-01,1978,3,,23.4,,BANREP_SUAMECA,2026-03-25
1978-04-01,1978,4,,17.08,,BANREP_SUAMECA,2026-03-25
1978-05-01,1978,5,,14.75,,BANREP_SUAMECA,2026-03-25
1978-06-01,1978,6,,14.13,,BANREP_SUAMECA,2026-03-25
1978-07-01,1978,7,,12.69,,BANREP_SUAMECA,2026-03-25
1978-08-01,1978,8,,13.21,,BANREP_SUAMECA,2026-03-25
1978-09-01,1978,9,,13.53,,BANREP_SUAMECA,2026-03-25
1978-10-01,1978,10,,16.16,,BANREP_SUAMECA,2026-03-25
1978-11-01,1978,11,,17.62,,BANREP_SUAMECA,2026-03-25
1978-12-01,1978,12,,18.42,,BANREP_SUAMECA,2026-03-25
1979-01-01,1979,1,,21.04,,BANREP_SUAMECA,2026-03-25
1979-02-01,1979,2,,21.49,,BANREP_SUAMECA,2026-03-25
1979-03-01,1979,3,,22.53,,BANREP_SUAMECA,2026-03-25
1979-04-01,1979,4,,22.79,,BANREP_SUAMECA,2026-03-25
1979-05-01,1979,5,,22.61,,BANREP_SUAMECA,2026-03-25
1979-06-01,1979,6,,21.57,,BANREP_SUAMECA,2026-03-25
1979-07-01,1979,7,,23.47,,BANREP_SUAMECA,2026-03-25
1979-08-01,1979,8,,25.51,,BANREP_SUAMECA,2026-03-25
1979-09-01,1979,9,,27.71,,BANREP_SUAMECA,2026-03-25
1979-10-01,1979,10,,26.87,,BANREP_SUAMECA,2026-03-25
1979-11-01,1979,11,,28.15,,BANREP_SUAMECA,2026-03-25
1979-12-01,1979,12,,28.8,,BANREP_SUAMECA,2026-03-25
1980-01-01,1980,1,,27.59,,BANREP_SUAMECA,2026-03-25
1980-02-01,1980,2,,26.62,,BANREP_SUAMECA,2026-03-25
1980-03-01,1980,3,,24.2,,BANREP_SUAMECA,2026-03-25
1980-04-01,1980,4,,26.64,,BANREP_SUAMECA,2026-03-25
1980-05-01,1980,5,,28.27,,BANREP_SUAMECA,2026-03-25
1980-06-01,1980,6,,27.72,,BANREP_SUAMECA,2026-03-25
1980-07-01,1980,7,,27.37,,BANREP_SUAMECA,2026-03-25
1980-08-01,1980,8,,26.13,,BANREP_SUAMECA,2026-03-25
1980-09-01,1980,9,,25.49,,BANREP_SUAMECA,2026-03-25
1980-10-01,1980,10,,26.52,,BANREP_SUAMECA,2026-03-25
1980-11-01,1980,11,,26.2,,BANREP_SUAMECA,2026-03-25
1980-12-01,1980,12,,25.85,,BANREP_SUAMECA,2026-03-25
1981-01-01,1981,1,,25.67,,BANREP_SUAMECA,2026-03-25
1981-02-01,1981,2,,28.0,,BANREP_SUAMECA,2026-03-25
1981-03-01,1981,3,,28.82,,BANREP_SUAMECA,2026-03-25
1981-04-01,1981,4,,27.05,,BANREP_SUAMECA,2026-03-25
1981-05-01,1981,5,,26.02,,BANREP_SUAMECA,2026-03-25
1981-06-01,1981,6,,27.87,,BANREP_SUAMECA,2026-03-25
1981-07-01,1981,7,,28.93,,BANREP_SUAMECA,2026-03-25
1981-08-01,1981,8,,29.52,,BANREP_SUAMECA,2026-03-25
1981-09-01,1981,9,,28.33,,BANREP_SUAMECA,2026-03-25
1981-10-01,1981,10,,27.1,,BANREP_SUAMECA,2026-03-25
1981-11-01,1981,11,,26.35,,BANREP_SUAMECA,2026-03-25
1981-12-01,1981,12,,26.36,,BANREP_SUAMECA,2026-03-25
1982-01-01,1982,1,,26.03,,BANREP_SUAMECA,2026-03-25
1982-02-01,1982,2,,25.1,,BANREP_SUAMECA,2026-03-25
1982-03-01,1982,3,,24.55,,BANREP_SUAMECA,2026-03-25
1982-04-01,1982,4,,24.77,,BANREP_SUAMECA,2026-03-25
1982-05-01,1982,5,,24.78,,BANREP_SUAMECA,2026-03-25
1982-06-01,1982,6,,24.19,,BANREP_SUAMECA,2026-03-25
1982-07-01,1982,7,,23.54,,BANREP_SUAMECA,2026-03-25
1982-08-01,1982,8,,23.46,,BANREP_SUAMECA,2026-03-25
1982-09-01,1982,9,,24.52,,BANREP_SUAMECA,2026-03-25
1982-10-01,1982,10,,25.26,,BANREP_SUAMECA,2026-03-25
1982-11-01,1982,11,,24.79,,BANREP_SUAMECA,2026-03-25
1982-12-01,1982,12,,24.03,,BANREP_SUAMECA,2026-03-25
1983-01-01,1983,1,,23.08,,BANREP_SUAMECA,2026-03-25
1983-02-01,1983,2,,21.88,,BANREP_SUAMECA,2026-03-25
1983-03-01,1983,3,,21.85,18.3,BANREP_SUAMECA,2026-03-25
1983-04-01,1983,4,,22.42,16.87,BANREP_SUAMECA,2026-03-25
1983-05-01,1983,5,,22.28,15.96,BANREP_SUAMECA,2026-03-25
1983-06-01,1983,6,,20.46,15.92,BANREP_SUAMECA,2026-03-25
1983-07-01,1983,7,,19.82,14.63,BANREP_SUAMECA,2026-03-25
1983-08-01,1983,8,,18.32,14.52,BANREP_SUAMECA,2026-03-25
1983-09-01,1983,9,,17.42,14.99,BANREP_SUAMECA,2026-03-25
1983-10-01,1983,10,,17.2,14.7,BANREP_SUAMECA,2026-03-25
1983-11-01,1983,11,,17.04,15.0,BANREP_SUAMECA,2026-03-25
1983-12-01,1983,12,,16.64,15.25,BANREP_SUAMECA,2026-03-25
1984-01-01,1984,1,,17.02,14.97,BANREP_SUAMECA,2026-03-25
1984-02-01,1984,2,,17.2,14.84,BANREP_SUAMECA,2026-03-25
1984-03-01,1984,3,,16.64,14.38,BANREP_SUAMECA,2026-03-25
1984-04-01,1984,4,,15.42,14.75,BANREP_SUAMECA,2026-03-25
1984-05-01,1984,5,,14.16,15.08,BANREP_SUAMECA,2026-03-25
1984-06-01,1984,6,,15.17,15.02,BANREP_SUAMECA,2026-03-25
1984-07-01,1984,7,,15.67,16.24,BANREP_SUAMECA,2026-03-25
1984-08-01,1984,8,,16.19,15.85,BANREP_SUAMECA,2026-03-25
1984-09-01,1984,9,,16.51,16.07,BANREP_SUAMECA,2026-03-25
1984-10-01,1984,10,,15.27,15.91,BANREP_SUAMECA,2026-03-25
1984-11-01,1984,11,,16.39,15.35,BANREP_SUAMECA,2026-03-25
1984-12-01,1984,12,,18.28,14.71,BANREP_SUAMECA,2026-03-25
1985-01-01,1985,1,,19.27,14.76,BANREP_SUAMECA,2026-03-25
1985-02-01,1985,2,,21.24,15.13,BANREP_SUAMECA,2026-03-25
1985-03-01,1985,3,,22.82,15.47,BANREP_SUAMECA,2026-03-25
1985-04-01,1985,4,,23.81,16.19,BANREP_SUAMECA,2026-03-25
1985-05-01,1985,5,,27.61,16.59,BANREP_SUAMECA,2026-03-25
1985-06-01,1985,6,,27.91,16.39,BANREP_SUAMECA,2026-03-25
1985-07-01,1985,7,,25.64,15.9,BANREP_SUAMECA,2026-03-25
1985-08-01,1985,8,,24.67,16.19,BANREP_SUAMECA,2026-03-25
1985-09-01,1985,9,,24.4,16.64,BANREP_SUAMECA,2026-03-25
1985-10-01,1985,10,,24.77,16.51,BANREP_SUAMECA,2026-03-25
1985-11-01,1985,11,,23.49,16.87,BANREP_SUAMECA,2026-03-25
1985-12-01,1985,12,,22.45,16.97,BANREP_SUAMECA,2026-03-25
1986-01-01,1986,1,,23.55,17.97,BANREP_SUAMECA,2026-03-25
1986-02-01,1986,2,,23.72,18.09,BANREP_SUAMECA,2026-03-25
1986-03-01,1986,3,,22.65,18.0,BANREP_SUAMECA,2026-03-25
1986-04-01,1986,4,,22.54,18.5,BANREP_SUAMECA,2026-03-25
1986-05-01,1986,5,,16.4,16.91,BANREP_SUAMECA,2026-03-25
1986-06-01,1986,6,,13.46,17.03,BANREP_SUAMECA,2026-03-25
1986-07-01,1986,7,,14.11,16.46,BANREP_SUAMECA,2026-03-25
